opcode_id	mnemonic	hex	disasm	instr_class	ref_rank	ref_status	ref_src	ref_dst	trc_src	trc_dst	verdict	signature	tierB_ref_only	llvm_src	llvm_dst	mra_vs_llvm	notes
FCVTPU_32H_float2int	fcvtpu	2200e91e	fcvtpu w2, h1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	GPR2	FCSR,VEC1	GPR2	agree	-	PSTATE.SM	FCSR,VEC1	GPR2	same	-
FCVTPU_32S_float2int	fcvtpu	2200291e	fcvtpu w2, s1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	GPR2	FCSR,VEC1	GPR2	agree	-	PSTATE.SM	FCSR,VEC1	GPR2	same	-
FCVTPU_64D_float2int	fcvtpu	2200699e	fcvtpu x2, d1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	GPR2	FCSR,VEC1	GPR2	agree	-	PSTATE.SM	FCSR,VEC1	GPR2	same	-
FCVTPU_64H_float2int	fcvtpu	2200e99e	fcvtpu x2, h1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	GPR2	FCSR,VEC1	GPR2	agree	-	PSTATE.SM	FCSR,VEC1	GPR2	same	-
FCVTPU_64S_float2int	fcvtpu	2200299e	fcvtpu x2, s1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	GPR2	FCSR,VEC1	GPR2	agree	-	PSTATE.SM	FCSR,VEC1	GPR2	same	-
FCVTPU_asimdmisc_R	fcvtpu	64a8a16e	fcvtpu v4.4s, v3.4s	advsimd	1:MRA	ok	FCSR,VEC3	VEC4	FCSR,VEC3	VEC4	agree	-	-	FCSR,VEC3	VEC4	same	-
FCVTPU_asimdmiscfp16_R	fcvtpu	43a8f96e	fcvtpu v3.8h, v2.8h	advsimd	1:MRA	ok	FCSR,VEC2	VEC3	FCSR,VEC2	VEC3	agree	-	-	FCSR,VEC2	VEC3	same	-
FCVTPU_asisdmisc_R	fcvtpu	43a8e17e	fcvtpu d3, d2	advsimd	1:MRA	ok	FCSR,PSTATE.SM,VEC2	VEC3	FCSR,VEC2	VEC3	agree	-	PSTATE.SM	FCSR,VEC2	VEC3	same	-
FCVTPU_asisdmiscfp16_R	fcvtpu	22a8f97e	fcvtpu h2, h1	advsimd	1:MRA	ok	FCSR,PSTATE.SM,VEC1	VEC2	FCSR,VEC1	VEC2	agree	-	PSTATE.SM	FCSR,VEC1	VEC2	same	-
FCVTXN_asimdmisc_N	fcvtxn	316a612e	fcvtxn v17.2s, v17.2d	advsimd	1:MRA	ok	FCSR,PSTATE.SM,VEC17	FCSR,VEC17	FCSR,VEC17	VEC17	disagree	DST+ref:FCSR	PSTATE.SM	FCSR,VEC17	VEC17	DST+ref:FCSR	-
FCVTXN_asisdmisc_N	fcvtxn	4368617e	fcvtxn s3, d2	advsimd	1:MRA	ok	FCSR,PSTATE.SM,VEC2	FCSR,VEC3	FCSR,VEC2	VEC3	disagree	DST+ref:FCSR	PSTATE.SM	FCSR,VEC2	VEC3	DST+ref:FCSR	-
FCVTZS_32D_float2fix	fcvtzs	31ce581e	fcvtzs w17, d17, #13	float	1:MRA	ok	FCSR,PSTATE.SM,VEC17	GPR17	FCSR,VEC17	GPR17	agree	-	PSTATE.SM	FCSR,VEC17	GPR17	same	-
FCVTZS_32D_float2int	fcvtzs	2200781e	fcvtzs w2, d1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	GPR2	FCSR,VEC1	GPR2	agree	-	PSTATE.SM	FCSR,VEC1	GPR2	same	-
FCVTZS_32H_float2fix	fcvtzs	05e6d81e	fcvtzs w5, h16, #7	float	1:MRA	ok	FCSR,PSTATE.SM,VEC16	GPR5	FCSR,VEC16	GPR5	agree	-	PSTATE.SM	FCSR,VEC16	GPR5	same	-
FCVTZS_32H_float2int	fcvtzs	2200f81e	fcvtzs w2, h1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	GPR2	FCSR,VEC1	GPR2	agree	-	PSTATE.SM	FCSR,VEC1	GPR2	same	-
FCVTZS_32S_float2fix	fcvtzs	bcde181e	fcvtzs w28, s21, #9	float	1:MRA	ok	FCSR,PSTATE.SM,VEC21	GPR28	FCSR,VEC21	GPR28	agree	-	PSTATE.SM	FCSR,VEC21	GPR28	same	-
FCVTZS_32S_float2int	fcvtzs	2200381e	fcvtzs w2, s1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	GPR2	FCSR,VEC1	GPR2	agree	-	PSTATE.SM	FCSR,VEC1	GPR2	same	-
FCVTZS_64D_float2fix	fcvtzs	4304589e	fcvtzs x3, d2, #63	float	1:MRA	ok	FCSR,PSTATE.SM,VEC2	GPR3	FCSR,VEC2	GPR3	agree	-	PSTATE.SM	FCSR,VEC2	GPR3	same	-
FCVTZS_64D_float2int	fcvtzs	2200789e	fcvtzs x2, d1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	GPR2	FCSR,VEC1	GPR2	agree	-	PSTATE.SM	FCSR,VEC1	GPR2	same	-
FCVTZS_64H_float2fix	fcvtzs	4304d89e	fcvtzs x3, h2, #63	float	1:MRA	ok	FCSR,PSTATE.SM,VEC2	GPR3	FCSR,VEC2	GPR3	agree	-	PSTATE.SM	FCSR,VEC2	GPR3	same	-
FCVTZS_64H_float2int	fcvtzs	2200f89e	fcvtzs x2, h1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	GPR2	FCSR,VEC1	GPR2	agree	-	PSTATE.SM	FCSR,VEC1	GPR2	same	-
FCVTZS_64S_float2fix	fcvtzs	4304189e	fcvtzs x3, s2, #63	float	1:MRA	ok	FCSR,PSTATE.SM,VEC2	GPR3	FCSR,VEC2	GPR3	agree	-	PSTATE.SM	FCSR,VEC2	GPR3	same	-
FCVTZS_64S_float2int	fcvtzs	2200389e	fcvtzs x2, s1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	GPR2	FCSR,VEC1	GPR2	agree	-	PSTATE.SM	FCSR,VEC1	GPR2	same	-
FCVTZS_asimdmisc_R	fcvtzs	64b8a14e	fcvtzs v4.4s, v3.4s	advsimd	1:MRA	ok	FCSR,VEC3	VEC4	FCSR,VEC3	VEC4	agree	-	-	FCSR,VEC3	VEC4	same	-
FCVTZS_asimdmiscfp16_R	fcvtzs	43b8f94e	fcvtzs v3.8h, v2.8h	advsimd	1:MRA	ok	FCSR,VEC2	VEC3	FCSR,VEC2	VEC3	agree	-	-	FCSR,VEC2	VEC3	same	-
FCVTZS_asimdshf_C	fcvtzs	85fc134f	fcvtzs v5.8h, v4.8h, #13	advsimd	1:MRA	ok	FCSR,PSTATE.SM,VEC4	VEC5	VEC4	VEC5	disagree	SRC+ref:FCSR	PSTATE.SM	VEC4	VEC5	SRC+ref:FCSR	unbounded-loop
FCVTZS_asisdmisc_R	fcvtzs	43b8e15e	fcvtzs d3, d2	advsimd	1:MRA	ok	FCSR,PSTATE.SM,VEC2	VEC3	FCSR,VEC2	VEC3	agree	-	PSTATE.SM	FCSR,VEC2	VEC3	same	-
FCVTZS_asisdmiscfp16_R	fcvtzs	22b8f95e	fcvtzs h2, h1	advsimd	1:MRA	ok	FCSR,PSTATE.SM,VEC1	VEC2	FCSR,VEC1	VEC2	agree	-	PSTATE.SM	FCSR,VEC1	VEC2	same	-
FCVTZS_asisdshf_C	fcvtzs	1efe645f	fcvtzs d30, d16, #28	advsimd	1:MRA	ok	FCSR,PSTATE.SM,VEC16	VEC30	VEC16	VEC30	disagree	SRC+ref:FCSR	PSTATE.SM	VEC16	VEC30	SRC+ref:FCSR	-
FCVTZU_32D_float2fix	fcvtzu	2593591e	fcvtzu w5, d25, #28	float	1:MRA	ok	FCSR,PSTATE.SM,VEC25	GPR5	FCSR,VEC25	GPR5	agree	-	PSTATE.SM	FCSR,VEC25	GPR5	same	-
FCVTZU_32D_float2int	fcvtzu	2200791e	fcvtzu w2, d1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	GPR2	FCSR,VEC1	GPR2	agree	-	PSTATE.SM	FCSR,VEC1	GPR2	same	-
FCVTZU_32H_float2fix	fcvtzu	31e6d91e	fcvtzu w17, h17, #7	float	1:MRA	ok	FCSR,PSTATE.SM,VEC17	GPR17	FCSR,VEC17	GPR17	agree	-	PSTATE.SM	FCSR,VEC17	GPR17	same	-
FCVTZU_32H_float2int	fcvtzu	2200f91e	fcvtzu w2, h1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	GPR2	FCSR,VEC1	GPR2	agree	-	PSTATE.SM	FCSR,VEC1	GPR2	same	-
FCVTZU_32S_float2fix	fcvtzu	65af191e	fcvtzu w5, s27, #21	float	1:MRA	ok	FCSR,PSTATE.SM,VEC27	GPR5	FCSR,VEC27	GPR5	agree	-	PSTATE.SM	FCSR,VEC27	GPR5	same	-
FCVTZU_32S_float2int	fcvtzu	2200391e	fcvtzu w2, s1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	GPR2	FCSR,VEC1	GPR2	agree	-	PSTATE.SM	FCSR,VEC1	GPR2	same	-
FCVTZU_64D_float2fix	fcvtzu	4304599e	fcvtzu x3, d2, #63	float	1:MRA	ok	FCSR,PSTATE.SM,VEC2	GPR3	FCSR,VEC2	GPR3	agree	-	PSTATE.SM	FCSR,VEC2	GPR3	same	-
FCVTZU_64D_float2int	fcvtzu	2200799e	fcvtzu x2, d1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	GPR2	FCSR,VEC1	GPR2	agree	-	PSTATE.SM	FCSR,VEC1	GPR2	same	-
FCVTZU_64H_float2fix	fcvtzu	4304d99e	fcvtzu x3, h2, #63	float	1:MRA	ok	FCSR,PSTATE.SM,VEC2	GPR3	FCSR,VEC2	GPR3	agree	-	PSTATE.SM	FCSR,VEC2	GPR3	same	-
FCVTZU_64H_float2int	fcvtzu	2200f99e	fcvtzu x2, h1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	GPR2	FCSR,VEC1	GPR2	agree	-	PSTATE.SM	FCSR,VEC1	GPR2	same	-
FCVTZU_64S_float2fix	fcvtzu	4304199e	fcvtzu x3, s2, #63	float	1:MRA	ok	FCSR,PSTATE.SM,VEC2	GPR3	FCSR,VEC2	GPR3	agree	-	PSTATE.SM	FCSR,VEC2	GPR3	same	-
FCVTZU_64S_float2int	fcvtzu	2200399e	fcvtzu x2, s1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	GPR2	FCSR,VEC1	GPR2	agree	-	PSTATE.SM	FCSR,VEC1	GPR2	same	-
FCVTZU_asimdmisc_R	fcvtzu	64b8a16e	fcvtzu v4.4s, v3.4s	advsimd	1:MRA	ok	FCSR,VEC3	VEC4	FCSR,VEC3	VEC4	agree	-	-	FCSR,VEC3	VEC4	same	-
FCVTZU_asimdmiscfp16_R	fcvtzu	43b8f96e	fcvtzu v3.8h, v2.8h	advsimd	1:MRA	ok	FCSR,VEC2	VEC3	FCSR,VEC2	VEC3	agree	-	-	FCSR,VEC2	VEC3	same	-
FCVTZU_asimdshf_C	fcvtzu	85fc136f	fcvtzu v5.8h, v4.8h, #13	advsimd	1:MRA	ok	FCSR,PSTATE.SM,VEC4	VEC5	VEC4	VEC5	disagree	SRC+ref:FCSR	PSTATE.SM	VEC4	VEC5	SRC+ref:FCSR	unbounded-loop
FCVTZU_asisdmisc_R	fcvtzu	43b8e17e	fcvtzu d3, d2	advsimd	1:MRA	ok	FCSR,PSTATE.SM,VEC2	VEC3	FCSR,VEC2	VEC3	agree	-	PSTATE.SM	FCSR,VEC2	VEC3	same	-
FCVTZU_asisdmiscfp16_R	fcvtzu	22b8f97e	fcvtzu h2, h1	advsimd	1:MRA	ok	FCSR,PSTATE.SM,VEC1	VEC2	FCSR,VEC1	VEC2	agree	-	PSTATE.SM	FCSR,VEC1	VEC2	same	-
FCVTZU_asisdshf_C	fcvtzu	1bfc377f	fcvtzu s27, s0, #9	advsimd	1:MRA	ok	FCSR,PSTATE.SM,VEC0	VEC27	VEC0	VEC27	disagree	SRC+ref:FCSR	PSTATE.SM	VEC0	VEC27	SRC+ref:FCSR	-
FCVT_DH_floatdp1	fcvt	22c0e21e	fcvt d2, h1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	FCSR,VEC2	FCSR,VEC1	VEC2	disagree	DST+ref:FCSR	PSTATE.SM	FCSR,VEC1	VEC2	DST+ref:FCSR	-
FCVT_DS_floatdp1	fcvt	22c0221e	fcvt d2, s1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	FCSR,VEC2	FCSR,VEC1	VEC2	disagree	DST+ref:FCSR	PSTATE.SM	FCSR,VEC1	VEC2	DST+ref:FCSR	-
FCVT_HD_floatdp1	fcvt	22c0631e	fcvt h2, d1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	FCSR,VEC2	FCSR,VEC1	VEC2	disagree	DST+ref:FCSR	PSTATE.SM	FCSR,VEC1	VEC2	DST+ref:FCSR	-
FCVT_HS_floatdp1	fcvt	22c0231e	fcvt h2, s1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	FCSR,VEC2	FCSR,VEC1	VEC2	disagree	DST+ref:FCSR	PSTATE.SM	FCSR,VEC1	VEC2	DST+ref:FCSR	-
FCVT_SD_floatdp1	fcvt	2240621e	fcvt s2, d1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	FCSR,VEC2	FCSR,VEC1	VEC2	disagree	DST+ref:FCSR	PSTATE.SM	FCSR,VEC1	VEC2	DST+ref:FCSR	-
FCVT_SH_floatdp1	fcvt	2240e21e	fcvt s2, h1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	FCSR,VEC2	FCSR,VEC1	VEC2	disagree	DST+ref:FCSR	PSTATE.SM	FCSR,VEC1	VEC2	DST+ref:FCSR	-
FDIV_D_floatdp2	fdiv	4318611e	fdiv d3, d2, d1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1,VEC2	FCSR,VEC3	FCSR,VEC1,VEC2	VEC3	disagree	DST+ref:FCSR	PSTATE.SM	FCSR,VEC1,VEC2	VEC3	DST+ref:FCSR	-
FDIV_H_floatdp2	fdiv	4318e11e	fdiv h3, h2, h1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1,VEC2	FCSR,VEC3	FCSR,VEC1,VEC2	VEC3	disagree	DST+ref:FCSR	PSTATE.SM	FCSR,VEC1,VEC2	VEC3	DST+ref:FCSR	-
FDIV_S_floatdp2	fdiv	4318211e	fdiv s3, s2, s1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1,VEC2	FCSR,VEC3	FCSR,VEC1,VEC2	VEC3	disagree	DST+ref:FCSR	PSTATE.SM	FCSR,VEC1,VEC2	VEC3	DST+ref:FCSR	-
FDIV_asimdsame_only	fdiv	85fc236e	fdiv v5.4s, v4.4s, v3.4s	advsimd	1:MRA	ok	FCSR,PSTATE.SM,VEC3,VEC4	FCSR,VEC5	FCSR,VEC3,VEC4	VEC5	disagree	DST+ref:FCSR	PSTATE.SM	FCSR,VEC3,VEC4	VEC5	DST+ref:FCSR	-
FDIV_asimdsamefp16_only	fdiv	643c426e	fdiv v4.8h, v3.8h, v2.8h	advsimd	1:MRA	ok	FCSR,PSTATE.SM,VEC2,VEC3	FCSR,VEC4	FCSR,VEC2,VEC3	VEC4	disagree	DST+ref:FCSR	PSTATE.SM	FCSR,VEC2,VEC3	VEC4	DST+ref:FCSR	-
FJCVTZS_32D_float2int	fjcvtzs	22007e1e	fjcvtzs w2, d1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	FCSR,FLAGS,GPR2	FCSR,VEC1	FLAGS,GPR2	disagree	DST+ref:FCSR	PSTATE.SM	FCSR,VEC1	FLAGS,GPR2	DST+ref:FCSR	-
FMADD_D_floatdp3	fmadd	6408411f	fmadd d4, d3, d1, d2	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1,VEC2,VEC3	VEC4	FCSR,VEC1,VEC2,VEC3	VEC4	agree	-	PSTATE.SM	FCSR,VEC1,VEC2,VEC3	VEC4	same	-
FMADD_H_floatdp3	fmadd	6408c11f	fmadd h4, h3, h1, h2	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1,VEC2,VEC3	VEC4	FCSR,VEC1,VEC2,VEC3	VEC4	agree	-	PSTATE.SM	FCSR,VEC1,VEC2,VEC3	VEC4	same	-
FMADD_S_floatdp3	fmadd	6408011f	fmadd s4, s3, s1, s2	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1,VEC2,VEC3	VEC4	FCSR,VEC1,VEC2,VEC3	VEC4	agree	-	PSTATE.SM	FCSR,VEC1,VEC2,VEC3	VEC4	same	-
FMAXNMP_asimdsame_only	fmaxnmp	85c4236e	fmaxnmp v5.4s, v4.4s, v3.4s	advsimd	1:MRA	ok	FCSR,VEC3,VEC4	VEC5	FCSR,VEC3,VEC4	VEC5	agree	-	-	FCSR,VEC3,VEC4	VEC5	same	-
FMAXNMP_asimdsamefp16_only	fmaxnmp	6404426e	fmaxnmp v4.8h, v3.8h, v2.8h	advsimd	1:MRA	ok	FCSR,VEC2,VEC3	VEC4	FCSR,VEC2,VEC3	VEC4	agree	-	-	FCSR,VEC2,VEC3	VEC4	same	-
FMAXNMP_asisdpair_only_H	fmaxnmp	59cb305e	fmaxnmp h25, v26.2h	advsimd	1:MRA	ok	FCSR,VEC26	VEC25	FCSR,VEC26	VEC25	agree	-	-	FCSR,VEC26	VEC25	same	-
FMAXNMP_asisdpair_only_SD	fmaxnmp	43c8707e	fmaxnmp d3, v2.2d	advsimd	1:MRA	ok	FCSR,VEC2	VEC3	FCSR,VEC2	VEC3	agree	-	-	FCSR,VEC2	VEC3	same	-
FMAXNMV_asimdall_only_H	fmaxnmv	43c8304e	fmaxnmv h3, v2.8h	advsimd	1:MRA	ok	FCSR,VEC2	VEC3	FCSR,VEC2	VEC3	agree	-	-	FCSR,VEC2	VEC3	same	-
