opcode_id	mnemonic	hex	disasm	instr_class	ref_rank	ref_status	ref_src	ref_dst	trc_src	trc_dst	verdict	signature	tierB_ref_only	llvm_src	llvm_dst	mra_vs_llvm	notes
UMMLA_asimdsame2_G	ummla	43a4816e	ummla v3.4s, v2.16b, v1.16b	advsimd	1:MRA	ok	VEC1,VEC2,VEC3	VEC3	VEC1,VEC2,VEC3	VEC3	agree	-	-	VEC1,VEC2,VEC3	VEC3	same	-
UMNEGL_UMSUBL_64WA_dp_3src	umnegl	43fca19b	umnegl x3, w2, w1	general	1:MRA	ok	GPR1,GPR2,ZERO	GPR3	GPR1,GPR2	GPR3	disagree	SRC+ref:ZERO	-	GPR1,GPR2,ZERO	GPR3	same	-
UMOV_asimdins_W_w	umov	433c010e	umov w3, v2.b[0]	advsimd	1:MRA	ok	VEC2	GPR3	VEC2	GPR3	agree	-	-	VEC2	GPR3	same	-
UMOV_asimdins_X_x	umov	433c084e	mov x3, v2.d[0]	advsimd	1:MRA	ok	VEC2	GPR3	VEC2	GPR3	agree	-	-	VEC2	GPR3	same	-
UMSUBL_64WA_dp_3src	umsubl	6488a19b	umsubl x4, w3, w1, x2	general	1:MRA	ok	GPR1,GPR2,GPR3	GPR4	GPR1,GPR2,GPR3	GPR4	agree	-	-	GPR1,GPR2,GPR3	GPR4	same	-
UMULH_64_dp_3src	umulh	437cc19b	umulh x3, x2, x1	general	1:MRA	ok	GPR1,GPR2	GPR3	GPR1,GPR2	GPR3	agree	-	-	GPR1,GPR2	GPR3	same	-
UMULL_UMADDL_64WA_dp_3src	umull	437ca19b	umull x3, w2, w1	general	1:MRA	ok	GPR1,GPR2,ZERO	GPR3	GPR1,GPR2	GPR3	disagree	SRC+ref:ZERO	-	GPR1,GPR2,ZERO	GPR3	same	-
UMULL_asimddiff_L	umull	31c2b12e	umull v17.2d, v17.2s, v17.2s	advsimd	1:MRA	ok	VEC17	VEC17	VEC17	VEC17	agree	-	-	VEC17	VEC17	same	-
UMULL_asimdelem_L	umull	e7a2602f	umull v7.4s, v23.4h, v0.h[2]	advsimd	1:MRA	ok	VEC0,VEC23	VEC7	VEC0,VEC23	VEC7	agree	-	-	VEC0,VEC23	VEC7	same	-
UQADD_asimdsame_only	uqadd	850ca36e	uqadd v5.4s, v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3,VEC4	FCSR,VEC5	FCSR,VEC3,VEC4	VEC5	disagree	DST+ref:FCSR SRC+trc:FCSR	-	VEC3,VEC4	VEC5	DST+ref:FCSR	-
UQADD_asisdsame_only	uqadd	640c627e	uqadd h4, h3, h2	advsimd	1:MRA	ok	VEC2,VEC3	FCSR,VEC4	FCSR,VEC2,VEC3	VEC4	disagree	DST+ref:FCSR SRC+trc:FCSR	-	VEC2,VEC3	VEC4	DST+ref:FCSR	-
UQRSHL_asimdsame_only	uqrshl	855ca36e	uqrshl v5.4s, v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3,VEC4	FCSR,VEC5	FCSR,VEC3,VEC4	VEC5	disagree	DST+ref:FCSR SRC+trc:FCSR	-	VEC3,VEC4	VEC5	DST+ref:FCSR	-
UQRSHL_asisdsame_only	uqrshl	645c627e	uqrshl h4, h3, h2	advsimd	1:MRA	ok	VEC2,VEC3	FCSR,VEC4	FCSR,VEC2,VEC3	VEC4	disagree	DST+ref:FCSR SRC+trc:FCSR	-	VEC2,VEC3	VEC4	DST+ref:FCSR	-
UQRSHRN_asimdshf_N	uqrshrn	b69e102f	uqrshrn v22.4h, v21.4s, #16	advsimd	1:MRA	ok	VEC21	FCSR,VEC22	FCSR,VEC21	VEC22	disagree	DST+ref:FCSR SRC+trc:FCSR	-	VEC21	VEC22	DST+ref:FCSR	unbounded-loop
UQRSHRN_asisdshf_N	uqrshrn	649c0a7f	uqrshrn b4, h3, #6	advsimd	1:MRA	ok	VEC3	FCSR,VEC4	FCSR,VEC3	VEC4	disagree	DST+ref:FCSR SRC+trc:FCSR	-	VEC3	VEC4	DST+ref:FCSR	unbounded-loop
UQSHL_asimdsame_only	uqshl	854ca36e	uqshl v5.4s, v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3,VEC4	FCSR,VEC5	FCSR,VEC3,VEC4	VEC5	disagree	DST+ref:FCSR SRC+trc:FCSR	-	VEC3,VEC4	VEC5	DST+ref:FCSR	-
UQSHL_asimdshf_R	uqshl	8574136f	uqshl v5.8h, v4.8h, #3	advsimd	1:MRA	ok	VEC4	FCSR,VEC5	FCSR,VEC4	VEC5	disagree	DST+ref:FCSR SRC+trc:FCSR	-	VEC4	VEC5	DST+ref:FCSR	unbounded-loop
UQSHL_asisdsame_only	uqshl	644c627e	uqshl h4, h3, h2	advsimd	1:MRA	ok	VEC2,VEC3	FCSR,VEC4	FCSR,VEC2,VEC3	VEC4	disagree	DST+ref:FCSR SRC+trc:FCSR	-	VEC2,VEC3	VEC4	DST+ref:FCSR	-
UQSHL_asisdshf_R	uqshl	64740a7f	uqshl b4, b3, #2	advsimd	1:MRA	ok	VEC3	FCSR,VEC4	FCSR,VEC3	VEC4	disagree	DST+ref:FCSR SRC+trc:FCSR	-	VEC3	VEC4	DST+ref:FCSR	unbounded-loop
UQSHRN_asimdshf_N	uqshrn	f8961c2f	uqshrn v24.4h, v23.4s, #4	advsimd	1:MRA	ok	VEC23	FCSR,VEC24	FCSR,VEC23	VEC24	disagree	DST+ref:FCSR SRC+trc:FCSR	-	VEC23	VEC24	DST+ref:FCSR	unbounded-loop
UQSHRN_asisdshf_N	uqshrn	64940a7f	uqshrn b4, h3, #6	advsimd	1:MRA	ok	VEC3	FCSR,VEC4	FCSR,VEC3	VEC4	disagree	DST+ref:FCSR SRC+trc:FCSR	-	VEC3	VEC4	DST+ref:FCSR	unbounded-loop
UQSUB_asimdsame_only	uqsub	852ca36e	uqsub v5.4s, v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3,VEC4	FCSR,VEC5	FCSR,VEC3,VEC4	VEC5	disagree	DST+ref:FCSR SRC+trc:FCSR	-	VEC3,VEC4	VEC5	DST+ref:FCSR	-
UQSUB_asisdsame_only	uqsub	642c627e	uqsub h4, h3, h2	advsimd	1:MRA	ok	VEC2,VEC3	FCSR,VEC4	FCSR,VEC2,VEC3	VEC4	disagree	DST+ref:FCSR SRC+trc:FCSR	-	VEC2,VEC3	VEC4	DST+ref:FCSR	-
UQXTN_asimdmisc_N	uqxtn	8a49212e	uqxtn v10.8b, v12.8h	advsimd	1:MRA	ok	VEC12	FCSR,VEC10	FCSR,VEC12	VEC10	disagree	DST+ref:FCSR SRC+trc:FCSR	-	VEC12	VEC10	DST+ref:FCSR	-
UQXTN_asisdmisc_N	uqxtn	4348617e	uqxtn h3, s2	advsimd	1:MRA	ok	VEC2	FCSR,VEC3	FCSR,VEC2	VEC3	disagree	DST+ref:FCSR SRC+trc:FCSR	-	VEC2	VEC3	DST+ref:FCSR	-
URECPE_asimdmisc_R	urecpe	64c8a14e	urecpe v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3	VEC4	VEC3	VEC4	agree	-	-	VEC3	VEC4	same	-
URHADD_asimdsame_only	urhadd	8514a36e	urhadd v5.4s, v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3,VEC4	VEC5	VEC3,VEC4	VEC5	agree	-	-	VEC3,VEC4	VEC5	same	-
URSHL_asimdsame_only	urshl	8554a36e	urshl v5.4s, v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3,VEC4	VEC5	VEC3,VEC4	VEC5	agree	-	-	VEC3,VEC4	VEC5	same	-
URSHL_asisdsame_only	urshl	9e54e57e	urshl d30, d4, d5	advsimd	1:MRA	ok	VEC4,VEC5	VEC30	VEC4,VEC5	VEC30	agree	-	-	VEC4,VEC5	VEC30	same	-
URSHR_asimdshf_R	urshr	8524136f	urshr v5.8h, v4.8h, #13	advsimd	1:MRA	ok	VEC4	VEC5	VEC4	VEC5	agree	-	-	VEC4	VEC5	same	unbounded-loop
URSHR_asisdshf_R	urshr	6d27567f	urshr d13, d27, #42	advsimd	1:MRA	ok	VEC27	VEC13	VEC27	VEC13	agree	-	-	VEC27	VEC13	same	-
URSQRTE_asimdmisc_R	ursqrte	64c8a16e	ursqrte v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3	VEC4	VEC3	VEC4	agree	-	-	VEC3	VEC4	same	-
URSRA_asimdshf_R	ursra	8534136f	ursra v5.8h, v4.8h, #13	advsimd	1:MRA	ok	VEC4,VEC5	VEC5	VEC4,VEC5	VEC5	agree	-	-	VEC4,VEC5	VEC5	same	unbounded-loop
URSRA_asisdshf_R	ursra	96354c7f	ursra d22, d12, #52	advsimd	1:MRA	ok	VEC12,VEC22	VEC22	VEC12,VEC22	VEC22	agree	-	-	VEC12,VEC22	VEC22	same	-
USDOT_asimdelem_D	usdot	c1f8944f	usdot v1.4s, v6.16b, v20.4b[2]	advsimd	1:MRA	ok	VEC1,VEC20,VEC6	VEC1	VEC1,VEC20,VEC6	VEC1	agree	-	-	VEC1,VEC20,VEC6	VEC1	same	-
USDOT_asimdsame2_D	usdot	649c824e	usdot v4.4s, v3.16b, v2.16b	advsimd	1:MRA	ok	VEC2,VEC3,VEC4	VEC4	VEC2,VEC3,VEC4	VEC4	agree	-	-	VEC2,VEC3,VEC4	VEC4	same	-
USHLL_asimdshf_L	ushll	09a5142f	ushll v9.4s, v8.4h, #4	advsimd	1:MRA	ok	VEC8	VEC9	VEC8	VEC9	agree	-	-	VEC8	VEC9	same	unbounded-loop
USHL_asimdsame_only	ushl	8544a36e	ushl v5.4s, v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3,VEC4	VEC5	VEC3,VEC4	VEC5	agree	-	-	VEC3,VEC4	VEC5	same	-
USHL_asisdsame_only	ushl	3447e87e	ushl d20, d25, d8	advsimd	1:MRA	ok	VEC25,VEC8	VEC20	VEC25,VEC8	VEC20	agree	-	-	VEC25,VEC8	VEC20	same	-
USHR_asimdshf_R	ushr	8504136f	ushr v5.8h, v4.8h, #13	advsimd	1:MRA	ok	VEC4	VEC5	VEC4	VEC5	agree	-	-	VEC4	VEC5	same	unbounded-loop
USHR_asisdshf_R	ushr	c707537f	ushr d7, d30, #45	advsimd	1:MRA	ok	VEC30	VEC7	VEC30	VEC7	agree	-	-	VEC30	VEC7	same	-
USMMLA_asimdsame2_G	usmmla	43ac814e	usmmla v3.4s, v2.16b, v1.16b	advsimd	1:MRA	ok	VEC1,VEC2,VEC3	VEC3	VEC1,VEC2,VEC3	VEC3	agree	-	-	VEC1,VEC2,VEC3	VEC3	same	-
USQADD_asimdmisc_R	usqadd	6438a06e	usqadd v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3,VEC4	FCSR,VEC4	VEC3,VEC4	VEC4	disagree	DST+ref:FCSR	-	VEC3,VEC4	VEC4	DST+ref:FCSR	-
USQADD_asisdmisc_R	usqadd	4338607e	usqadd h3, h2	advsimd	1:MRA	ok	VEC2,VEC3	FCSR,VEC3	VEC2,VEC3	VEC3	disagree	DST+ref:FCSR	-	VEC2,VEC3	VEC3	DST+ref:FCSR	-
USRA_asimdshf_R	usra	8514136f	usra v5.8h, v4.8h, #13	advsimd	1:MRA	ok	VEC4,VEC5	VEC5	VEC4,VEC5	VEC5	agree	-	-	VEC4,VEC5	VEC5	same	unbounded-loop
USRA_asisdshf_R	usra	e516647f	usra d5, d23, #28	advsimd	1:MRA	ok	VEC23,VEC5	VEC5	VEC23,VEC5	VEC5	agree	-	-	VEC23,VEC5	VEC5	same	-
USUBL_asimddiff_L	usubl	3122312e	usubl v17.8h, v17.8b, v17.8b	advsimd	1:MRA	ok	VEC17	VEC17	VEC17	VEC17	agree	-	-	VEC17	VEC17	same	-
USUBW_asimddiff_W	usubw	7d33a82e	usubw v29.2d, v27.2d, v8.2s	advsimd	1:MRA	ok	VEC27,VEC8	VEC29	VEC27,VEC8	VEC29	agree	-	-	VEC27,VEC8	VEC29	same	-
UXTB_UBFM_32M_bitfield	uxtb	221c0053	uxtb w2, w1	general	1:MRA	ok	GPR1	GPR2	GPR1	GPR2	agree	-	-	GPR1	GPR2	same	-
UXTH_UBFM_32M_bitfield	uxth	223c0053	uxth w2, w1	general	1:MRA	ok	GPR1	GPR2	GPR1	GPR2	agree	-	-	GPR1	GPR2	same	-
UXTL_USHLL_asimdshf_L	uxtl	64a4106f	ushll2 v4.4s, v3.8h, #0	advsimd	1:MRA	ok	VEC3	VEC4	VEC3	VEC4	agree	-	-	VEC3	VEC4	same	unbounded-loop
UZP1_asimdperm_only	uzp1	8518834e	uzp1 v5.4s, v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3,VEC4	VEC5	VEC3,VEC4	VEC5	agree	-	-	VEC3,VEC4	VEC5	same	-
UZP2_asimdperm_only	uzp2	8558834e	uzp2 v5.4s, v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3,VEC4	VEC5	VEC3,VEC4	VEC5	agree	-	-	VEC3,VEC4	VEC5	same	-
WFET_only_systeminstrswithreg	wfet	011003d5	wfet x1	system	1:MRA	ok	GPR1	-	GPR1	-	agree	-	-	GPR1	-	same	-
WFE_HI_hints	wfe	5f2003d5	wfe	system	1:MRA	ok	-	-	-	-	agree	-	-	-	-	same	-
WFIT_only_systeminstrswithreg	wfit	211003d5	wfit x1	system	1:MRA	ok	GPR1	-	GPR1	-	agree	-	-	GPR1	-	same	-
WFI_HI_hints	wfi	7f2003d5	wfi	system	1:MRA	ok	-	-	-	-	agree	-	-	-	-	same	-
XAFLAG_M_pstate	xaflag	3f4000d5	xaflag	system	1:MRA	ok	FLAGS	FLAGS	FLAGS	FLAGS	agree	-	-	FLAGS	FLAGS	same	-
XAR_VVV2_crypto3_imm6	xar	640881ce	xar v4.2d, v3.2d, v1.2d, #2	advsimd	1:MRA	ok	VEC1,VEC3	VEC4	VEC1,VEC3	VEC4	agree	-	-	VEC1,VEC3	VEC4	same	-
XPACD_64Z_dp_1src	xpacd	e147c1da	xpacd x1	general	1:MRA	ok	GPR1,PSTATE.EL,SYS	GPR1	GPR1	GPR1	disagree	SRC+ref:SYS	PSTATE.EL	GPR1	GPR1	SRC+ref:SYS	-
XPACI_64Z_dp_1src	xpaci	e143c1da	xpaci x1	general	1:MRA	ok	GPR1,PSTATE.EL,SYS	GPR1	GPR1	GPR1	disagree	SRC+ref:SYS	PSTATE.EL	GPR1	GPR1	SRC+ref:SYS	-
XPACLRI_HI_hints	xpaclri	ff2003d5	xpaclri	system	1:MRA	ok	LR,PSTATE.EL,SYS	LR	LR	LR	disagree	SRC+ref:SYS	PSTATE.EL	LR	LR	SRC+ref:SYS	-
XTN_asimdmisc_N	xtn	6828610e	xtn v8.4h, v3.4s	advsimd	1:MRA	ok	VEC3	VEC8	VEC3	VEC8	agree	-	-	VEC3	VEC8	same	-
YIELD_HI_hints	yield	3f2003d5	yield	system	1:MRA	ok	-	-	-	-	agree	-	-	-	-	same	-
ZIP1_asimdperm_only	zip1	8538834e	zip1 v5.4s, v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3,VEC4	VEC5	VEC3,VEC4	VEC5	agree	-	-	VEC3,VEC4	VEC5	same	-
ZIP2_asimdperm_only	zip2	8578834e	zip2 v5.4s, v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3,VEC4	VEC5	VEC3,VEC4	VEC5	agree	-	-	VEC3,VEC4	VEC5	same	-
abs_z_p_z_	abs	64a85604	abs z4.h, p2/m, z3.h	sve	1:MRA	ok	PRED2,VEC3,VEC4	VEC4	PRED2,VEC3,VEC4	VEC4	agree	-	-	PRED2,VEC3,VEC4	VEC4	same	unbounded-loop
adclb_z_zzz_	adclb	64d04245	adclb z4.d, z3.d, z2.d	sve2	1:MRA	ok	VEC2,VEC3,VEC4	VEC4	VEC2,VEC3,VEC4	VEC4	agree	-	-	VEC2,VEC3,VEC4	VEC4	same	-
adclt_z_zzz_	adclt	64d44245	adclt z4.d, z3.d, z2.d	sve2	1:MRA	ok	VEC2,VEC3,VEC4	VEC4	VEC2,VEC3,VEC4	VEC4	agree	-	-	VEC2,VEC3,VEC4	VEC4	same	-
add_mz_zzv_2x1	add	06a362c1	add { z6.h, z7.h }, { z6.h, z7.h }, z2.h	mortlach2	1:MRA	ok	VEC2,VEC6,VEC7	VEC6,VEC7	VEC2,VEC6,VEC7	VEC6,VEC7	agree	-	-	VEC2,VEC6,VEC7	VEC6,VEC7	same	-
add_mz_zzv_4x1	add	0cab62c1	add { z12.h - z15.h }, { z12.h - z15.h }, z2.h	mortlach2	1:MRA	ok	VEC12,VEC13,VEC14,VEC15,VEC2	VEC12,VEC13,VEC14,VEC15	VEC12,VEC13,VEC14,VEC15,VEC2	VEC12,VEC13,VEC14,VEC15	agree	-	-	VEC12,VEC13,VEC14,VEC15,VEC2	VEC12,VEC13,VEC14,VEC15	same	-
add_z_p_zz_	add	64084004	add z4.h, p2/m, z4.h, z3.h	sve	1:MRA	ok	PRED2,VEC3,VEC4	VEC4	PRED2,VEC3,VEC4	VEC4	agree	-	-	PRED2,VEC3,VEC4	VEC4	same	unbounded-loop
add_z_zi_	add	64c06025	add z4.h, z4.h, #3	sve	1:MRA	ok	VEC4	VEC4	VEC4	VEC4	agree	-	-	VEC4	VEC4	same	-
add_z_zz_	add	64006204	add z4.h, z3.h, z2.h	sve	1:MRA	ok	VEC2,VEC3	VEC4	VEC2,VEC3	VEC4	agree	-	-	VEC2,VEC3	VEC4	same	-
add_za_zw_2x2	add	d45ce0c1	add za.d[w10, 4, vgx2], { z6.d, z7.d }	mortlach2	1:MRA	ok	GPR10,MATRIX,VEC6,VEC7	MATRIX	GPR10,MATRIX,VEC6,VEC7	MATRIX	agree	-	-	GPR10,MATRIX,VEC6,VEC7	MATRIX	same	index-runtime:ZA
add_za_zw_4x4	add	945de1c1	add za.d[w10, 4, vgx4], { z12.d - z15.d }	mortlach2	1:MRA	ok	GPR10,MATRIX,VEC12,VEC13,VEC14,VEC15	MATRIX	GPR10,MATRIX,VEC12,VEC13,VEC14,VEC15	MATRIX	agree	-	-	GPR10,MATRIX,VEC12,VEC13,VEC14,VEC15	MATRIX	same	index-runtime:ZA
add_za_zzv_2x1	add	957862c1	add za.d[w11, 5, vgx2], { z4.d, z5.d }, z2.d	mortlach2	1:MRA	ok	GPR11,VEC2,VEC4,VEC5	MATRIX	GPR11,MATRIX,VEC2,VEC4,VEC5	MATRIX	disagree	SRC+trc:MATRIX	-	GPR11,MATRIX,VEC2,VEC4,VEC5	MATRIX	SRC+trc:MATRIX	-
add_za_zzv_4x1	add	957872c1	add za.d[w11, 5, vgx4], { z4.d - z7.d }, z2.d	mortlach2	1:MRA	ok	GPR11,VEC2,VEC4,VEC5,VEC6,VEC7	MATRIX	GPR11,MATRIX,VEC2,VEC4,VEC5,VEC6,VEC7	MATRIX	disagree	SRC+trc:MATRIX	-	GPR11,MATRIX,VEC2,VEC4,VEC5,VEC6,VEC7	MATRIX	SRC+trc:MATRIX	-
add_za_zzw_2x2	add	1579e4c1	add za.d[w11, 5, vgx2], { z8.d, z9.d }, { z4.d, z5.d }	mortlach2	1:MRA	ok	GPR11,VEC4,VEC5,VEC8,VEC9	MATRIX	GPR11,MATRIX,VEC4,VEC5,VEC8,VEC9	MATRIX	disagree	SRC+trc:MATRIX	-	GPR11,MATRIX,VEC4,VEC5,VEC8,VEC9	MATRIX	SRC+trc:MATRIX	-
add_za_zzw_4x4	add	157ae9c1	add za.d[w11, 5, vgx4], { z16.d - z19.d }, { z8.d - z11.d }	mortlach2	1:MRA	ok	GPR11,VEC10,VEC11,VEC16,VEC17,VEC18,VEC19,VEC8,VEC9	MATRIX	GPR11,MATRIX,VEC10,VEC11,VEC16,VEC17,VEC18,VEC19,VEC8,VEC9	MATRIX	disagree	SRC+trc:MATRIX	-	GPR11,MATRIX,VEC10,VEC11,VEC16,VEC17,VEC18,VEC19,VEC8,VEC9	MATRIX	SRC+trc:MATRIX	-
addha_za_pp_z_32	addha	602890c0	addha za0.s, p2/m, p1/m, z3.s	mortlach	1:MRA	ok	MATRIX,PRED1,PRED2,VEC3	MATRIX	MATRIX,PRED1,PRED2,VEC3	MATRIX	agree	-	-	MATRIX,PRED1,PRED2,VEC3	MATRIX	same	-
addha_za_pp_z_64	addha	6428d0c0	addha za4.d, p2/m, p1/m, z3.d	mortlach	1:MRA	ok	MATRIX,PRED1,PRED2,VEC3	MATRIX	MATRIX,PRED1,PRED2,VEC3	MATRIX	agree	-	-	MATRIX,PRED1,PRED2,VEC3	MATRIX	same	-
addhnb_z_zz_	addhnb	64606245	addhnb z4.b, z3.h, z2.h	sve2	1:MRA	ok	VEC2,VEC3	VEC4	VEC2,VEC3	VEC4	agree	-	-	VEC2,VEC3	VEC4	same	-
addhnt_z_zz_	addhnt	64646245	addhnt z4.b, z3.h, z2.h	sve2	1:MRA	ok	VEC2,VEC3,VEC4	VEC4	VEC2,VEC3,VEC4	VEC4	agree	-	-	VEC2,VEC3,VEC4	VEC4	same	-
addp_z_p_zz_	addp	64a85144	addp z4.h, p2/m, z4.h, z3.h	sve2	1:MRA	ok	PRED2,VEC3,VEC4	VEC4	PRED2,VEC3,VEC4	VEC4	agree	-	-	PRED2,VEC3,VEC4	VEC4	same	unbounded-loop
addpl_r_ri_	addpl	43506104	addpl x3, x1, #2	sve	1:MRA	ok	GPR1	GPR3	GPR1	GPR3	agree	-	-	GPR1	GPR3	same	-
addqv_z_p_z_	addqv	64284504	addqv v4.8h, p2, z3.h	sve2	1:MRA	ok	PRED2,VEC3	VEC4	PRED2,VEC3	VEC4	agree	-	-	PRED2,VEC3	VEC4	same	unbounded-loop
addspl_r_ri_	addspl	43586104	addspl x3, x1, #2	mortlach	1:MRA	ok	GPR1	GPR3	GPR1	GPR3	agree	-	-	GPR1	GPR3	same	-
addsvl_r_ri_	addsvl	43582104	addsvl x3, x1, #2	mortlach	1:MRA	ok	GPR1	GPR3	GPR1	GPR3	agree	-	-	GPR1	GPR3	same	-
addva_za_pp_z_32	addva	602891c0	addva za0.s, p2/m, p1/m, z3.s	mortlach	1:MRA	ok	MATRIX,PRED1,PRED2,VEC3	MATRIX	MATRIX,PRED1,PRED2,VEC3	MATRIX	agree	-	-	MATRIX,PRED1,PRED2,VEC3	MATRIX	same	-
addva_za_pp_z_64	addva	6428d1c0	addva za4.d, p2/m, p1/m, z3.d	mortlach	1:MRA	ok	MATRIX,PRED1,PRED2,VEC3	MATRIX	MATRIX,PRED1,PRED2,VEC3	MATRIX	agree	-	-	MATRIX,PRED1,PRED2,VEC3	MATRIX	same	-
addvl_r_ri_	addvl	43502104	addvl x3, x1, #2	sve	1:MRA	ok	GPR1	GPR3	GPR1	GPR3	agree	-	-	GPR1	GPR3	same	-
adr_z_az_d_s32_scaled	adr	64a82104	adr z4.d, [z3.d, z1.d, sxtw #2]	sve	1:MRA	ok	VEC1,VEC3	VEC4	VEC1,VEC3	VEC4	agree	-	-	VEC1,VEC3	VEC4	same	-
adr_z_az_d_u32_scaled	adr	64a86104	adr z4.d, [z3.d, z1.d, uxtw #2]	sve	1:MRA	ok	VEC1,VEC3	VEC4	VEC1,VEC3	VEC4	agree	-	-	VEC1,VEC3	VEC4	same	-
adr_z_az_sd_same_scaled	adr	85ace204	adr z5.d, [z4.d, z2.d, lsl #3]	sve	1:MRA	ok	VEC2,VEC4	VEC5	VEC2,VEC4	VEC5	agree	-	-	VEC2,VEC4	VEC5	same	-
aesd_z_zz_	aesd	22e42245	aesd z2.b, z2.b, z1.b	sve2	1:MRA	ok	VEC1,VEC2	VEC2	VEC1,VEC2	VEC2	agree	-	-	VEC1,VEC2	VEC2	same	-
aese_z_zz_	aese	22e02245	aese z2.b, z2.b, z1.b	sve2	1:MRA	ok	VEC1,VEC2	VEC2	VEC1,VEC2	VEC2	agree	-	-	VEC1,VEC2	VEC2	same	-
aesimc_z_z_	aesimc	01e42045	aesimc z1.b, z1.b	sve2	1:MRA	ok	VEC1	VEC1	VEC1	VEC1	agree	-	-	VEC1	VEC1	same	-
aesmc_z_z_	aesmc	01e02045	aesmc z1.b, z1.b	sve2	1:MRA	ok	VEC1	VEC1	VEC1	VEC1	agree	-	-	VEC1	VEC1	same	-
and_p_p_pp_z	and	64480125	and p4.b, p2/z, p3.b, p1.b	sve	1:MRA	ok	PRED1,PRED2,PRED3	PRED4	PRED1,PRED2,PRED3	PRED4	agree	-	-	PRED1,PRED2,PRED3	PRED4	same	-
and_z_p_zz_	and	64085a04	and z4.h, p2/m, z4.h, z3.h	sve	1:MRA	ok	PRED2,VEC3,VEC4	VEC4	PRED2,VEC3,VEC4	VEC4	agree	-	-	PRED2,VEC3,VEC4	VEC4	same	unbounded-loop
and_z_zi_	and	22008005	and z2.s, z2.s, #0x3	sve	1:MRA	ok	VEC2	VEC2	VEC2	VEC2	agree	-	-	VEC2	VEC2	same	-
and_z_zz_	and	43302104	and z3.d, z2.d, z1.d	sve	1:MRA	ok	VEC1,VEC2	VEC3	VEC1,VEC2	VEC3	agree	-	-	VEC1,VEC2	VEC3	same	-
andqv_z_p_z_	andqv	64285e04	andqv v4.8h, p2, z3.h	sve2	1:MRA	ok	PRED2,VEC3	VEC4	PRED2,VEC3	VEC4	agree	-	-	PRED2,VEC3	VEC4	same	unbounded-loop
ands_p_p_pp_z	ands	64484125	ands p4.b, p2/z, p3.b, p1.b	sve	1:MRA	ok	PRED1,PRED2,PRED3	FLAGS,PRED4	PRED1,PRED2,PRED3	FLAGS,PRED4	agree	-	-	PRED1,PRED2,PRED3	FLAGS,PRED4	same	unbounded-loop
andv_r_p_z_	andv	64285a04	andv h4, p2, z3.h	sve	1:MRA	ok	PRED2,VEC3	VEC4	PRED2,VEC3	VEC4	agree	-	-	PRED2,VEC3	VEC4	same	unbounded-loop
asr_z_p_zi_	asr	858b4004	asr z5.s, p2/m, z5.s, #4	sve	1:MRA	ok	PRED2,VEC5	VEC5	PRED2,VEC5	VEC5	agree	-	-	PRED2,VEC5	VEC5	same	-
asr_z_p_zw_	asr	64885804	asr z4.h, p2/m, z4.h, z3.d	sve	1:MRA	ok	PRED2,VEC3,VEC4	VEC4	PRED2,VEC3,VEC4	VEC4	agree	-	-	PRED2,VEC3,VEC4	VEC4	same	unbounded-loop
asr_z_p_zz_	asr	64885004	asr z4.h, p2/m, z4.h, z3.h	sve	1:MRA	ok	PRED2,VEC3,VEC4	VEC4	PRED2,VEC3,VEC4	VEC4	agree	-	-	PRED2,VEC3,VEC4	VEC4	same	unbounded-loop
asr_z_zi_	asr	85907304	asr z5.s, z4.s, #13	sve	1:MRA	ok	VEC4	VEC5	VEC4	VEC5	agree	-	-	VEC4	VEC5	same	-
asr_z_zw_	asr	64806204	asr z4.h, z3.h, z2.d	sve	1:MRA	ok	VEC2,VEC3	VEC4	VEC2,VEC3	VEC4	agree	-	-	VEC2,VEC3	VEC4	same	-
asrd_z_p_zi_	asrd	858b4404	asrd z5.s, p2/m, z5.s, #4	sve	1:MRA	ok	PRED2,VEC5	VEC5	PRED2,VEC5	VEC5	agree	-	-	PRED2,VEC5	VEC5	same	-
asrr_z_p_zz_	asrr	64885404	asrr z4.h, p2/m, z4.h, z3.h	sve	1:MRA	ok	PRED2,VEC3,VEC4	VEC4	PRED2,VEC3,VEC4	VEC4	agree	-	-	PRED2,VEC3,VEC4	VEC4	same	unbounded-loop
bcax_z_zzz_	bcax	43386104	bcax z3.d, z3.d, z1.d, z2.d	sve2	1:MRA	ok	VEC1,VEC2,VEC3	VEC3	VEC1,VEC2,VEC3	VEC3	agree	-	-	VEC1,VEC2,VEC3	VEC3	same	-
